,wine_id,seo-name,vintage_id,wine,winery,year,country,region,wine_style,wine_style_description,ratings_average,ratings_number,all_vintage_ratings_average,all_vintage_ratings_count,price,original_price,price_type,grapes,interesting_facts,body_rating,body_description,vivino_type_id,genre,bottle_type,acidity,sweetness,intensity,tannin,fizziness,suggested_food_pairining,flavor_words
105,1257837,carm-vinha-da-urze-tinto-2020,166493761,CARM Vinha da Urze Tinto 2020,CARM,2020,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.8,150,3.6,1094,6.49,,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.1615183,1.9062291,3.8996165,3.5201645,,"Beef, Pasta, Lamb, Game (deer, venison)","red_fruit, oak, non_oak, black_fruit, earth, dried_fruit, spices, floral, vegetal, microbio"
106,1397799,adega-de-moncao-vinho-verde-muralhas-rose-2021,168525136,Adega de Monção Vinho Verde Muralhas Rosé 2021,Adega de Monção,2021,Portugal,Vinho Verde,Northern Portugal Rosé,,3.9,108,3.8,3147,6.49,,vc,,,3.0,Medium-bodied,4.0,Rosé,Bottle (0.75l),3.4037242,1.8297529,2.9101236,,,"Shellfish, Appetizers and snacks, Cured Meat","tree_fruit, red_fruit, citrus_fruit, earth, oak, floral, black_fruit, tropical_fruit, spices, microbio, non_oak, vegetal"
107,7516084,indelevel-vegan-tinto-2018,161460117,Indelével Vegan Tinto 2018,Indelével,2018,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.6,44,3.5,367,6.49,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.265651,2.1709821,3.3815353,3.323601,,"Beef, Pasta, Veal, Poultry","oak, black_fruit, red_fruit, non_oak, spices, earth"
108,8646151,indelevel-vegan-branco-2018,165331238,Indelével Vegan Branco 2018,Indelével,2018,Portugal,Alentejano,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",0.0,7,3.6,54,6.49,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.3860478,1.652934,3.2921555,,,"Pasta, Pork, Shellfish, Lean fish","tropical_fruit, tree_fruit, citrus_fruit, earth, vegetal, microbio, non_oak"
109,1573014,ribeiro-santo-tinto-2018,156662582,Ribeiro Santo Tinto 2018,Ribeiro Santo,2018,Portugal,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",3.7,135,3.7,2589,6.49,,vc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",4.0,Full-bodied,1.0,Dão Red,Bottle (0.75l),3.774548,1.5646242,3.7962606,3.4112,,"Beef, Lamb, Game (deer, venison), Poultry","oak, red_fruit, spices, earth, non_oak, black_fruit, dried_fruit, tree_fruit, vegetal, microbio, citrus_fruit, floral"
110,1516003,montinho-sao-miguel-tinto-2020,163137756,Montinho São Miguel Tinto 2020,Montinho São Miguel,2020,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.6,52,3.5,2292,6.49,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.9711223,1.9240775,3.9633791,2.8556852,,"Beef, Pasta, Veal, Poultry","red_fruit, oak, black_fruit, non_oak, earth, spices, tropical_fruit, microbio, dried_fruit, citrus_fruit, vegetal, floral"
111,2313022,pt-manz-penedo-do-lexim-2017,151117097,Manz Penedo do Lexim 2017,Manz,2017,Portugal,Lisboa,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.7,507,3.6,4135,6.5,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.8082604,1.9256237,3.3491724,2.7662542,,"Beef, Pasta, Veal, Poultry","black_fruit, oak, red_fruit, non_oak, spices, dried_fruit, earth, tropical_fruit, citrus_fruit, vegetal, microbio"
112,1276109,bacalhoa-vinhos-de-portugal-serras-de-azeitao-tinto-2021,171453646,Bacalhôa Serras de Azeitão Tinto 2021,Bacalhôa,2021,Portugal,Península de Setúbal,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",0.0,17,3.3,8442,6.5,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.289829,1.5415694,3.7968483,3.0220551,,"Beef, Pasta, Veal, Poultry","red_fruit, oak, earth, black_fruit, non_oak, spices, microbio, floral"
113,2814356,espiga-reserva-2020,170174307,Quinta da Espiga Reserva 2020,Quinta da Espiga,2020,Portugal,Lisboa,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",0.0,9,3.6,293,6.51,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.0192633,1.890421,3.979,2.9612632,,"Beef, Pasta, Veal, Poultry","red_fruit, oak, black_fruit, non_oak, earth, spices, dried_fruit"
114,76031,grao-vasco-dao-tinto-2020,163195003,Grão Vasco Dão Tinto 2020,Grão Vasco,2020,Portugal,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",3.6,1222,3.4,17019,6.53,,vc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",4.0,Full-bodied,1.0,Dão Red,Bottle (0.75l),3.5147011,1.6336251,3.6305547,3.3077393,,"Beef, Lamb, Game (deer, venison), Poultry","red_fruit, oak, black_fruit, earth, spices, non_oak, microbio, dried_fruit, floral, vegetal, citrus_fruit, tropical_fruit, tree_fruit"
115,779773,espiga-branco-2020,162970121,Quinta da Espiga Branco 2020,Quinta da Espiga,2020,Portugal,Lisboa,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",3.5,76,3.4,1355,6.6,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.5788925,1.2453666,2.9031043,,,"Pasta, Pork, Shellfish, Lean fish","citrus_fruit, tree_fruit, earth, microbio, tropical_fruit, red_fruit, vegetal, oak, floral, non_oak"
116,2020763,aveleda-vinho-verde-quinta-da-aveleda-2022,172027141,Aveleda Vinho Verde Quinta da Aveleda 2022,Aveleda,2022,Portugal,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",3.9,66,3.7,6782,6.7,,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",1.0,Very light-bodied,2.0,Vinho Verde White,Bottle (0.75l),4.40805,1.1616327,1.5564209,,,"Shellfish, Vegetarian, Appetizers and snacks","citrus_fruit, tree_fruit, earth, tropical_fruit, vegetal, microbio, spices, oak, floral, red_fruit, non_oak"
117,6250600,pt-merino-rose-2022,174713239,Merino Rosé 2022,Merino,2022,Portugal,Alentejo,,,0.0,0,3.8,26,6.72,,vc,,,,,,,Bottle (0.75l),,,,,,,
118,2226826,encosta-da-vinha-tinto-2020,168242060,Encosta da Vinha Tinto 2020,Encosta da Vinha,2020,Portugal,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",0.0,3,3.7,394,6.72,,vc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",4.0,Full-bodied,1.0,Dão Red,Bottle (0.75l),3.4406009,1.8014134,3.5867493,2.958116,,"Beef, Lamb, Game (deer, venison), Poultry","black_fruit, red_fruit, citrus_fruit, spices, floral, earth"
119,6580293,agenda-da-vinha-colheita-selecionada-rose-2021,172419532,Agenda da Vinha Colheita Selecionada Rosé 2021,Agenda da Vinha,2021,Portugal,Dão,,,0.0,0,3.7,33,6.72,,vc,,,,,,,Bottle (0.75l),,,,,,,red_fruit
120,2322451,pt-merino-old-vines-tinto-2022,172903123,Merino Old Vines Tinto 2022,Merino,2022,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",0.0,2,3.8,362,6.72,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.1035886,1.5968598,4.168299,2.8592525,,"Beef, Pasta, Veal, Poultry","black_fruit, oak, earth, non_oak, red_fruit, spices, microbio"
121,4848797,pt-merino-branco-2022,174535310,Merino Branco 2022,Merino,2022,Portugal,Alentejano,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",0.0,0,3.7,122,6.72,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.8414376,1.3965,3.073375,,,"Pasta, Pork, Shellfish, Lean fish","oak, non_oak, black_fruit, red_fruit, dried_fruit, tree_fruit, earth"
122,4644923,quinta-do-lagar-novo-five-a-viognier-2018,162597767,Quinta do Lagar Novo 5ª Viognier 2018,Quinta do Lagar Novo,2018,Portugal,Lisboa,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",0.0,3,3.9,166,6.73,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.2522926,1.3080487,3.5179024,,,"Pasta, Pork, Shellfish, Lean fish","tree_fruit, microbio, oak, dried_fruit, tropical_fruit, citrus_fruit, vegetal, non_oak"
123,2460166,viuva-gomes-patrao-diogo-lisboa-branco-2018,161079753,Viúva Gomes Patrão Diogo Lisboa Branco 2018,Viúva Gomes,2018,Portugal,Lisboa,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",3.7,39,3.6,217,6.73,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.543677,1.447079,2.8227491,,,"Pasta, Pork, Shellfish, Lean fish","tree_fruit, earth, vegetal, microbio, oak"
124,9237618,adega-do-montado-noia-branco-2019,167286443,Adega do Montado Nóia Branco 2019,Adega do Montado,2019,Portugal,Alentejano,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",0.0,4,3.8,138,6.73,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.2495272,1.4232433,2.9613853,,,"Pasta, Pork, Shellfish, Lean fish","tree_fruit, citrus_fruit, tropical_fruit, vegetal, earth"
125,9288188,adega-do-montado-noia-tinto-2020,167463089,Adega do Montado Nóia Tinto 2020,Adega do Montado,2020,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.0,185,4.0,301,6.73,,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.8424773,1.6834276,3.714129,2.8009386,,"Beef, Pasta, Veal, Poultry","black_fruit, red_fruit, spices, oak, non_oak, floral"
126,5097799,casca-branco-2021,168385038,Cascas Branco 2021,Cascas,2021,Portugal,Lisboa,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",3.8,38,3.8,1764,6.73,,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.6451695,1.739063,2.7868013,,,"Pasta, Pork, Shellfish, Lean fish","citrus_fruit, tree_fruit, earth, tropical_fruit, microbio, vegetal, dried_fruit, spices, floral, non_oak, oak"
