wine_id,wine,winery,year,region,wine_style,wine_style_description,ratings_average,ratings_number,all_vintage_ratings_average,all_vintage_ratings_count,price,price_type,grapes,interesting_facts,body_description,bottle_type,acidity,sweetness,intensity,tannin,fizziness,unique_id,alcohol,has_wine_style_description,has_interesting_facts,mild and soft cheese,pork,cured meat,game (deer & vension),fruity desserts,lean fish,appetizers and snacks,rich fish (salmon & tuna etc),veal,pasta,mature and hard cheese,lamb,vegetarian,blue cheese,sweet desserts,aperitif,poultry,shellfish,beef,amount_food_words,vegetal,oak,spices,tropical_fruit,non_oak,earth,tree_fruit,floral,black_fruit,microbio,dried_fruit,citrus_fruit,red_fruit,amount_flavor_words,amount_grapes,wine_type
16385,Lavradores de Feitoria Douro Branco 2018,Lavradores de Feitoria,2018,Douro,Northern Portugal White,"Arguably the most famous white wine from Northern Portugal is Vinho Verde (“Green Wine”) from the Minho region in the far north of the country. The other dominant region in Northern Portugal is Douro, which is home to some fabulous port wines.

Northern Portugal is big Alvarinho country, and the wonderfully crisp, almost effervescent Vinho Verde is most commonly made from this grape.

Northern Portugal is known for cheap, refreshing white wines in the coastal areas, and beautiful ports and red table wines inland in the higher ground.

White wine from this region tends to showcase a lot of citrus and, given the close proximity to the Atlantic Ocean, a lot of minerality. Vinho Verde is known for often having a light carbonation that tends to be added after the fermentation.

Wines from these regions are cheap and often represent excellent value for money! The wines live for seafood and go excellently with some cod, a fresh fish taco or a shrimp salad.",3.6,182,3.6,1297,7.85,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['The good whites from Northern Portugal are considered among the best value in wine.', 'Some other white grapes from these regions are Arinto, Loureiro, and Trajadura.', 'Portugal is currently the 12th largest wine producing country in the world.']",Light-bodied,Bottle (0.75l),3.8872855,1.404153,2.9266763,0.0,0.0,16385-2018,12.5,Yes,Yes,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,4,True,True,True,True,True,True,True,True,True,True,False,True,True,12,6,white
8720016,Dona Vitoria Grande Escolha Branco 2022,Dona Vitoria,2022,Alentejano,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",4.0,96,3.9,623,7.86,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",Medium-bodied,Bottle (0.75l),2.9888027,2.3711903,3.0272663,0.0,0.0,8720016-2022,13.0,Yes,Yes,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4,True,True,True,True,True,True,True,True,False,True,False,True,False,10,2,white
6748101,Quinta da Lixa Escolha White Blend 2022,Quinta da Lixa,2022,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",0.0,14,3.5,300,7.88,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",Very light-bodied,Bottle (0.75l),4.0523663,1.620353,1.8273463,0.0,0.0,6748101-2022,11.5,Yes,Yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,True,False,False,True,False,True,True,True,False,False,False,True,False,6,6,white
1278529,Aveleda Vinho Verde Loureiro - Alvarinho 2021,Aveleda,2021,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",3.9,1738,3.7,17643,7.88,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",Very light-bodied,Bottle (0.75l),4.2565885,1.4162765,1.7186724,0.0,0.0,1278529-2021,11.0,Yes,Yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,True,True,True,True,True,True,True,True,True,True,True,True,True,13,6,white
2273406,Porta 6 Tinto 2021,Porta 6,2021,Lisboa,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.8,1325,3.8,53747,7.88,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),2.925252,1.9397146,3.7895937,2.7009223,0.0,2273406-2021,13.5,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,True,True,True,True,True,True,True,True,True,True,13,2,red
1651888,Cadão Reserva Tinto 2019,Cadão,2019,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.8,65,3.7,6443,7.89,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",Very full-bodied,Bottle (0.75l),2.9137106,1.8991517,4.0842085,3.3969402,0.0,1651888-2019,14.0,Yes,Yes,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,5,True,True,True,False,True,True,False,True,True,True,True,False,True,10,3,red
75650,Encontro Q do E Merlot - Baga 2015,Encontro,2015,Bairrada,Central Portugal Red,empty,3.7,150,3.4,2120,7.9,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa",empty,Medium-bodied,Bottle (0.75l),2.921957,1.8701779,4.113431,3.5497842,0.0,75650-2015,13.5,No,No,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,False,True,True,False,True,True,True,False,True,True,False,True,True,9,3,red
3027024,Esporão Assobio Douro Branco 2019,Esporão,2019,Douro,Northern Portugal White,"Arguably the most famous white wine from Northern Portugal is Vinho Verde (“Green Wine”) from the Minho region in the far north of the country. The other dominant region in Northern Portugal is Douro, which is home to some fabulous port wines.

Northern Portugal is big Alvarinho country, and the wonderfully crisp, almost effervescent Vinho Verde is most commonly made from this grape.

Northern Portugal is known for cheap, refreshing white wines in the coastal areas, and beautiful ports and red table wines inland in the higher ground.

White wine from this region tends to showcase a lot of citrus and, given the close proximity to the Atlantic Ocean, a lot of minerality. Vinho Verde is known for often having a light carbonation that tends to be added after the fermentation.

Wines from these regions are cheap and often represent excellent value for money! The wines live for seafood and go excellently with some cod, a fresh fish taco or a shrimp salad.",3.6,282,3.7,1748,7.9,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['The good whites from Northern Portugal are considered among the best value in wine.', 'Some other white grapes from these regions are Arinto, Loureiro, and Trajadura.', 'Portugal is currently the 12th largest wine producing country in the world.']",Light-bodied,Bottle (0.75l),3.712892,1.7208264,2.9618092,0.0,0.0,3027024-2019,13.0,Yes,Yes,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,4,True,True,True,True,True,True,True,True,True,True,False,True,True,12,6,white
1781887,Herdade da Calada Vale da Calada Tinto 2021,Herdade da Calada,2021,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.9,51,3.8,1394,7.9,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),3.0344691,1.8674746,3.941367,2.7748475,0.0,1781887-2021,14.5,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,False,True,True,True,True,True,True,True,True,True,12,2,red
1197823,Vista Alegre Fine Ruby Porto,Vista Alegre,N.V.,Porto,Ruby Port,empty,3.7,569,3.7,569,7.9,vc,"Touriga Nacional, Touriga Franca, Tinta Roriz",empty,Very full-bodied,1/2 Bottle (0.375 l),3.122877,4.7636986,4.8676715,0.0,0.0,1197823-N.V.,20.0,No,No,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,3,False,True,True,True,True,True,True,True,True,True,True,False,True,11,3,fortitied
1493141,Esporão Assobio Douro 2019,Esporão,2019,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.8,2757,3.7,26685,7.9,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",Very full-bodied,Bottle (0.75l),3.050639,1.8061281,4.1623836,3.4169452,0.0,1493141-2019,13.0,Yes,Yes,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,5,True,True,True,False,True,True,True,True,True,True,True,True,True,12,3,red
1246803,Herdade do Rocim Mariana Tinto 2021,Herdade do Rocim,2021,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.0,755,3.8,13428,7.95,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),2.8986707,2.0298977,3.9709265,2.7909043,0.0,1246803-2021,14.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,True,True,True,True,True,True,True,True,True,True,13,2,red
3076465,Carlos Lucas Lilás Tinto 2017,Carlos Lucas,2017,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.8,42,3.5,648,7.95,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",Very full-bodied,Bottle (0.75l),2.7946131,1.4178019,4.343591,3.3452475,0.0,3076465-2017,13.0,Yes,Yes,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,5,False,True,True,True,True,True,False,True,True,True,True,True,True,11,3,red
1505229,Quinta do Gradil Tinto 1492 2020,Quinta do Gradil,2020,Lisboa,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.9,77,3.7,305,7.95,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),3.171745,1.5783762,3.9976327,3.3935966,0.0,1505229-2020,14.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,False,True,True,True,False,True,True,False,False,True,9,2,red
8666429,Alfacinha Superior 2018,Alfacinha,2018,Lisboa,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.0,107,4.0,159,7.95,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),2.8738499,1.2923005,3.7315023,2.6745543,0.0,8666429-2018,12.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,False,True,True,False,False,True,False,False,True,False,False,False,True,5,2,red
75977,Casa Ferreirinha Esteva Douro 2021,Casa Ferreirinha,2021,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.8,526,3.7,62585,7.95,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",Very full-bodied,Bottle (0.75l),2.977587,1.837245,4.0792236,3.354992,0.0,75977-2021,13.0,Yes,Yes,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,5,True,True,True,True,True,True,True,True,True,True,True,True,True,13,3,red
6313183,Casa Ermelinda Freitas Baía de Troia Castelão 2021,Casa Ermelinda Freitas,2021,Península de Setúbal,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.1,99,4.1,2644,7.95,xdo,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),2.9544156,2.1449428,4.0249877,2.697435,0.0,6313183-2021,15.5,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,False,True,True,True,True,True,True,True,False,True,11,2,red
4771540,Quinta do Gradil Branco 2020,Quinta do Gradil,2020,Lisboa,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",0.0,18,3.8,280,7.95,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",Medium-bodied,Bottle (0.75l),3.1248953,2.3755555,2.750612,0.0,0.0,4771540-2020,13.0,Yes,Yes,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4,False,False,False,True,False,True,True,False,False,False,False,False,False,3,2,white
1239731,Casa Agricola de Compostela Espigueiro 2022,Casa Agricola de Compostela,2022,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",0.0,2,3.6,711,7.95,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",Very light-bodied,Bottle (0.75l),4.328243,1.4642733,1.597245,0.0,0.0,1239731-2022,10.8,Yes,Yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,True,True,True,True,False,True,True,False,False,False,False,True,False,7,6,white
1897464,Herdade do Rocim Mariana Branco 2022,Herdade do Rocim,2022,Alentejano,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",3.9,42,3.8,2269,7.95,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",Medium-bodied,Bottle (0.75l),2.6078084,1.5891355,3.124388,0.0,0.0,1897464-2022,12.5,Yes,Yes,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4,True,True,True,True,True,True,True,True,True,True,True,True,True,13,2,white
11064776,Casa Ermelinda Freitas Sandstone Castelão - Shiraz 2021,Casa Ermelinda Freitas,2021,Península de Setúbal,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.2,611,4.2,790,7.95,xdo,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),2.6856062,1.6300303,3.9732122,3.222697,0.0,11064776-2021,14.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,False,True,True,False,False,True,True,True,False,True,9,2,red
